SurveyNum,MEAN_SurvW,SUM_length,SurvWidth,length,area,lat,long
2,5.00000000000,366.94702000000,5.00000,366.94702,1815.28153,10.17718468270000000,124.17867866900000000
3,10.00000000000,450.47299000000,10.00000,450.47299,4533.37161,10.26536114640000000,124.19691226700000000
4,10.00000000000,292.28529000000,10.00000,292.28529,3036.42265,10.27474278610000000,124.20199656600000000
5,10.00000000000,1008.48411000000,10.00000,1008.48411,10042.88386,10.29012347560000000,124.13048246200000000
6,10.00000000000,838.74696000000,10.00000,838.74696,8282.41989,10.18616828370000000,124.07661597500000000
7,10.00000000000,825.27354000000,10.00000,825.27354,8297.28985,10.21298273380000000,124.25924846500000000
8,10.00000000000,186.36643000000,10.00000,186.36643,1778.90063,10.22838725050000000,124.24919472000000000
15,10.00000000000,303.75087000000,10.00000,303.75087,3090.78922,9.41123360859297000,123.32782774900000000
18,10.00000000000,667.64903000000,10.00000,667.64903,6702.47880,9.41752299999998000,123.34553100000000000
19,5.00000000000,705.91412000000,5.00000,705.91412,3494.36263,9.90067224003759000,123.60880091300000000
21,5.00000000000,960.99446000000,5.00000,960.99446,4775.70495,9.86419848081594000,123.58737448900000000
22,5.00000000000,323.03001000000,5.00000,323.03001,1595.95078,9.83298491701263000,123.56880434000000000
23,10.00000000000,939.37119000000,10.00000,939.37119,9311.64173,9.84126725926320000,123.56784444900000000
24,5.00000000000,1131.07895000000,5.00000,1131.07895,5616.90098,9.85406178368071000,123.57508780100000000
25,10.00000000000,260.57040000000,10.00000,260.57040,2514.26065,9.63574054848681000,123.48501891800000000
26,10.00000000000,749.65119000000,10.00000,749.65119,7405.59936,9.63952143887774000,123.48665228400000000
27,10.00000000000,350.91702000000,10.00000,350.91702,3542.22859,9.64674179224282000,123.48942130600000000
28,10.00000000000,826.60354000000,10.00000,826.60354,8197.06497,9.60982242914514000,123.47447785500000000
29,10.00000000000,764.07977000000,10.00000,764.07977,7581.33770,9.60298758546008000,123.47558306900000000
30,10.00000000000,554.33198000000,10.00000,554.33198,5545.35755,9.63256716028315000,123.48432281100000000
31,10.00000000000,452.14243000000,10.00000,452.14243,4447.61149,10.22754033160000000,123.81883415300000000
32,10.00000000000,1014.98733000000,10.00000,1014.98733,10112.47063,10.22158427950000000,123.79262056900000000
33,10.00000000000,469.77449000000,10.00000,469.77449,4644.37881,10.22262296440000000,123.78311888500000000
34,10.00000000000,605.92418000000,10.00000,605.92418,6036.83605,10.22877771800000000,123.81778794000000000
35,10.00000000000,491.74391000000,10.00000,491.74391,4913.34378,10.22480421820000000,123.80517353900000000
36,10.00000000000,752.93156000000,10.00000,752.93156,7515.16475,10.22636596640000000,123.79681686400000000
37,10.00000000000,315.14275000000,10.00000,315.14275,3160.71041,10.05880582150000000,123.63825321500000000
