Title line:"Aclarkii Pop15"
AC1359
AC1578
AC915
ACH_B6
ACH_C1
ACH_D1
APR_Cf29
APR_Cf8
APY_45
APY_65
NNG_004
NNG_012
NNG_028
Pop
    15, 0104 0204 0101 0106 0103 0507 0305 0102 0105 0105 0102 0101 0204
    15, 0104 0202 0103 0507 0205 0405 0309 0102 0101 0505 0102 0103 0205
    15, 0102 0204 0101 0710 0101 0203 0305 0103 0106 0505 0102 0304 0206
    15, 0102 0102 0101 1011 0203 0208 0305 0101 0104 0204 0102 0303 0204
    15, 0204 0202 0101 0508 0102 0405 0306 0203 0101 0207 0101 0101 0505
    15, 0102 0204 0101 0311 0102 0506 0204 0101 0105 0205 0101 0303 0202
    15, 0103 0203 0101 0606 0203 0911 0207 0102 0105 0205 0101 0101 0207
    15, 0101 0102 0101 0606 0204 0808 0104 0202 0102 0205 0101 0102 0505
    15, 0000 0101 0101 0607 0205 0408 0203 0101 0204 0204 0101 0303 0405
    15, 0102 0202 0101 0209 0202 0310 0607 0102 0101 0202 0101 0101 0206
    15, 0101 0104 0101 0608 0102 0506 0000 0102 0102 0506 0101 0103 0203
    15, 0102 0203 0101 0506 0202 0405 0308 0303 0102 0506 0101 0103 0205
    15, 0202 0203 0101 0510 0204 0708 0304 0303 0505 0204 0101 0103 0206
    15, 0203 0202 0101 0307 0103 0505 0308 0202 0505 0406 0102 0303 0202
    15, 0101 0102 0101 0509 0101 0508 0206 0303 0104 0505 0102 0101 0505
    15, 0102 0202 0101 0710 0102 0506 0303 0102 0101 0305 0101 0101 0202
    15, 0102 0203 0102 0306 0105 0105 0508 0101 0104 0205 0101 0303 0205
    15, 0104 0202 0101 0611 0102 0406 0208 0202 0307 0505 0101 0101 0204
    15, 0102 0102 0101 0405 0203 0509 0000 0101 0104 0505 0101 0101 0102
    15, 0101 0202 0101 0606 0204 0203 0207 0102 0104 0505 0101 0101 0505
    15, 0102 0202 0101 0409 0103 0610 0304 0103 0404 0204 0101 0103 0506
