,2,7,8,9,10,11,13,14,15,16,17,18,19,20,22,23,24,25,27
2,,,,,,,,,,,,,,,,,,,
7,0.02725,,,,,,,,,,,,,,,,,,
8,0.01812,0.005761,,,,,,,,,,,,,,,,,
9,0.01289,-0.0037,-0.003883,,,,,,,,,,,,,,,,
10,0.006714,-0.003708,-0.01004,-0.005645,,,,,,,,,,,,,,,
11,0.01331,0.008697,-0.003114,-0.003392,-0.002335,,,,,,,,,,,,,,
13,0.01157,0.01531,0.001687,0.005391,-0.005067,0.007897,,,,,,,,,,,,,
14,0.01051,0.012,-0.004133,-0.001071,-0.007706,0.002693,0.0002399,,,,,,,,,,,,
15,-0.002205,0.005553,-0.002953,-0.002641,-0.005624,-0.0008689,-0.004562,-0.001978,,,,,,,,,,,
16,0.02486,-0.002703,-0.003786,-0.005221,-0.009666,0.0034,-0.004311,-0.001843,-0.006099,,,,,,,,,,
17,-0.0008965,0.005502,-0.001008,-0.001235,-0.01245,0.00364,-0.0002697,-0.001507,-0.006669,-0.001036,,,,,,,,,
18,0.01938,0.003757,0.01351,-0.006448,0.00961,0.008158,0.02188,0.01099,0.01078,0.013,0.008288,,,,,,,,
19,0.01691,0.009817,-0.002494,-0.005099,0.001074,0.0003981,0.001181,0.00384,0.0005086,0.0005151,-0.001227,0.004932,,,,,,,
20,0.01449,0.008992,-0.0004528,-0.008872,-0.001032,-0.001445,-0.001363,-0.001373,-0.001335,-0.0004258,0.003043,-0.003563,-0.0131,,,,,,
22,0.01923,0.007115,-0.003864,0.0001655,-0.007621,0.003439,-9.59E-05,-0.002153,0.0004699,-0.006077,-0.002145,0.01442,0.0001375,-0.0006575,,,,,
23,0.01821,0.007237,-0.0001054,0.008537,-0.01079,0.009929,0.003334,0.00318,0.0007227,-0.004272,-0.008772,0.02494,0.007524,0.01411,-0.004263,,,
24,0.02117,0.007287,0.002288,0.00131,-0.004824,0.004117,-0.004182,0.003435,0.002966,-0.005223,0.006823,0.02711,0.004542,0.004226,-0.004645,-0.006536,,
25,0.01917,0.01138,-0.003041,0.002492,-0.002219,0.01183,-0.001426,0.00614,0.003065,-0.00247,0.005213,0.02025,0.005211,0.005338,0.008785,-0.001633,0.001826,
27,0.02535,0.005396,0.003633,-0.006923,0.0009294,0.00175,0.004497,0.006755,-0.002842,-0.007536,0.01108,0.01352,0.002305,-0.00184,0.002358,0.007269,-0.003104,0.0004755
