1,378,,
Aclarkii 3 regions,Aclarkii_GenAlEx_2009-03-09,Geographic Distance,
Distance,,,Labels
0,0.000,,APCL49
100.9588112,100.959,,APCL50
0,0.000,,APCL52
100.9588112,242.791,,APCL53
0,100.959,,APCL54
0,100.959,,APCL55
0,302.779,,APCL56
100.9588112,100.959,,APCL57
100.9588112,0.000,,APCL58
0,100.959,,APCL59
100.9588112,100.959,,APCL60
0,100.959,,APCL61
0,0.000,,APCL62
100.9588112,100.959,,APCL63
0,100.959,,APCL64
242.7910502,302.779,,APCL65
222.3898533,242.791,,APCL67
222.3898533,100.959,,APCL68
242.7910502,0.000,,APCL69
222.3898533,0.000,,APCL70
0,0.000,,APCL124
100.9588112,100.959,,APCL125
0,302.779,,APCL126
0,100.959,,APCL127
100.9588112,100.959,,APCL128
0,100.959,,APCL129
222.3898533,719.452,,APCL130
0,0.000,,APCL131
0,242.791,,APCL132
100.9588112,100.959,,APCL133
100.9588112,242.791,,APCL134
0,0.000,,APCL135
100.9588112,100.959,,APCL136
242.7910502,1339.662,,APCL139
100.9588112,242.791,,APCL140
0,242.791,,APCL141
535.019895,535.020,,APCL142
448.4577243,295.650,,APCL143
448.4577243,242.791,,APCL144
535.019895,367.169,,APCL145
448.4577243,100.959,,APCL100
375.6931751,242.791,,APCL101
448.4577243,100.959,,APCL102
535.019895,0.000,,APCL103
0,100.959,,APCL104
100.9588112,0.000,,APCL105
0,100.959,,APCL106
0,0.000,,APCL107
100.9588112,0.000,,APCL108
0,0.000,,APCL111
222.3898533,242.791,,APCL88
0,100.959,,APCL89
100.9588112,367.169,,APCL90
448.4577243,0.000,,APCL91
0,100.959,,APCL92
504.3055668,535.020,,APCL93
403.5910288,367.169,,APCL94
403.5910288,0.000,,APCL95
504.3055668,0.000,,APCL96
403.5910288,201.893,,APCL97
448.4577243,100.959,,APCL199
403.5910288,242.791,,APCL200
504.3055668,0.000,,APCL201
222.3898533,0.000,,APCL202
403.5910288,201.893,,APCL203
0,100.959,,APCL204
0,100.959,,APCL205
100.9588112,367.169,,APCL206
100.9588112,0.000,,APCL207
0,242.791,,APCL208
100.9588112,242.791,,APCL212
242.7910502,367.169,,APCL217
100.9588112,242.791,,APCL218
0,367.169,,APCL219
535.019895,100.959,,APCL220
100.9588112,295.650,,APCL221
504.3055668,100.959,,APCL222
0,0.000,,APCL223
1183.647413,295.650,,APCL224
1158.383487,100.959,,APCL225
1158.383487,302.779,,APCL162
1183.647413,367.169,,APCL163
1158.383487,0.000,,APCL165
943.011726,302.779,,APCL166
1158.383487,367.169,,APCL171
1183.647413,242.791,,APCL172
889.5594132,0.000,,APCL173
1158.383487,0.000,,APCL176
1111.949266,100.959,,APCL177
1183.647413,100.959,,APCL182
0,201.893,,APCL187
504.3055668,719.452,,APCL190
403.5910288,367.169,,APCL191
403.5910288,295.650,,APCL192
504.3055668,504.306,,APCL193
403.5910288,0.000,,APCL194
448.4577243,302.779,,APCL195
403.5910288,242.791,,APCL196
504.3055668,526.110,,APCL197
222.3898533,302.779,,APCL198
403.5910288,0.000,,APCL240
0,0.000,,APCL241
504.3055668,0.000,,APCL242
1111.949266,100.959,,APCL243
0,0.000,,APCL244
242.7910502,222.390,,APCL245
222.3898533,0.000,,APCL246
222.3898533,367.169,,APCL247
242.7910502,0.000,,APCL248
222.3898533,100.959,,APCL249
0,0.000,,APCL250
222.3898533,302.779,,APCL251
242.7910502,100.959,,APCL252
375.6931751,0.000,,APCL253
222.3898533,302.779,,APCL254
448.4577243,100.959,,APCL255
242.7910502,0.000,,APCL256
943.011726,0.000,,APCL257
448.4577243,100.959,,APCL258
0,100.959,,APCL259
201.8932046,100.959,,APCL467
100.9588112,0.000,,APCL468
100.9588112,0.000,,APCL469
